Selected Gene,Selected Gene name,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping TSS
ENSG00000065491,TBC1D22B,37257772,ENSG00000172738,TMEM217,37258144
ENSG00000065491,TBC1D22B,37257772,ENSG00000286105,TMEM217B,37258144
ENSG00000286105,TMEM217B,37258144,ENSG00000065491,TBC1D22B,37257772
ENSG00000172738,TMEM217,37258144,ENSG00000065491,TBC1D22B,37257772
ENSG00000031691,CENPQ,49463370,ENSG00000146085,MMUT,49463253
ENSG00000146233,CYP39A1,46652818,ENSG00000153291,SLC25A27,46652975
ENSG00000203778,FAM229B,112087591,ENSG00000074935,TUBE1,112087482
ENSG00000009844,VTA1,142147263,ENSG00000135577,NMBR,142147122
ENSG00000034693,PEX3,143450805,ENSG00000189007,ADAT2,143450695
ENSG00000124596,OARD1,41072356,ENSG00000001167,NFYA,41072974
ENSG00000189007,ADAT2,143450695,ENSG00000034693,PEX3,143450805
ENSG00000168438,CDC40,110180427,ENSG00000112290,WASF1,110179670
ENSG00000112290,WASF1,110179670,ENSG00000168438,CDC40,110180427
ENSG00000130023,ERMARD,169751622,ENSG00000184786,DYNLT2,169751572
ENSG00000184465,WDR27,169702029,ENSG00000185127,C6orf120,169702126
ENSG00000074935,TUBE1,112087482,ENSG00000203778,FAM229B,112087591
ENSG00000184786,DYNLT2,169751572,ENSG00000130023,ERMARD,169751622
ENSG00000145982,FARS2,5261513,ENSG00000214113,LYRM4,5260950
ENSG00000111802,TDP2,24666899,ENSG00000112304,ACOT13,24667077
ENSG00000112304,ACOT13,24667077,ENSG00000111802,TDP2,24666899
ENSG00000112367,FIG4,109691296,ENSG00000155085,AK9,109691202
ENSG00000111845,PAK1IP1,10694972,ENSG00000137434,C6orf52,10694616
ENSG00000120438,TCP1,159789602,ENSG00000112110,MRPL18,159790467
ENSG00000112110,MRPL18,159790467,ENSG00000120438,TCP1,159789602
ENSG00000124733,MEA1,43013946,ENSG00000124702,KLHDC3,43014249
ENSG00000137171,KLC4,43059631,ENSG00000112651,MRPL2,43059434
ENSG00000112651,MRPL2,43059434,ENSG00000137171,KLC4,43059631
ENSG00000130347,RTN4IP1,106629498,ENSG00000130348,QRSL1,106629578
ENSG00000130348,QRSL1,106629578,ENSG00000130347,RTN4IP1,106629498
ENSG00000214113,LYRM4,5260950,ENSG00000145982,FARS2,5261513
ENSG00000180992,MRPL14,44127452,ENSG00000137216,TMEM63B,44127554
ENSG00000137216,TMEM63B,44127554,ENSG00000180992,MRPL14,44127452
ENSG00000171453,POLR1C,43517089,ENSG00000137207,YIPF3,43516926
ENSG00000137207,YIPF3,43516926,ENSG00000171453,POLR1C,43517089
ENSG00000124571,XPO5,43576038,ENSG00000170734,POLH,43576185
ENSG00000170734,POLH,43576185,ENSG00000124571,XPO5,43576038
ENSG00000137218,FRS3,41779900,ENSG00000278224,PRICKLE4,41780782
ENSG00000278224,PRICKLE4,41780782,ENSG00000137218,FRS3,41779900
ENSG00000204390,HSPA1L,31815283,ENSG00000204389,HSPA1A,31815543
ENSG00000204389,HSPA1A,31815543,ENSG00000204390,HSPA1L,31815283
ENSG00000204576,PRR3,30557295,ENSG00000204590,GNL1,30556489
ENSG00000204569,PPP1R10,30617243,ENSG00000204568,MRPS18B,30617840
ENSG00000204568,MRPS18B,30617840,ENSG00000204569,PPP1R10,30617243
ENSG00000240065,PSMB9,32854192,ENSG00000168394,TAP1,32853704
ENSG00000135336,ORC3,87590135,ENSG00000146282,RARS2,87589987
ENSG00000275221,H2AC15,27838375,ENSG00000233822,H2BC15,27838569
ENSG00000278677,H2AC17,27893185,ENSG00000274641,H2BC17,27893425
ENSG00000274641,H2BC17,27893425,ENSG00000278677,H2AC17,27893185
ENSG00000153291,SLC25A27,46652975,ENSG00000146233,CYP39A1,46652818
ENSG00000204356,NELFE,31958971,ENSG00000204351,SKIC2,31959175
ENSG00000204348,DXO,31972138,ENSG00000204344,STK19,31972363
ENSG00000180573,H2AC6,26124172,ENSG00000180596,H2BC4,26123926
ENSG00000196866,H2AC7,26199293,ENSG00000277224,H2BC7,26199516
ENSG00000277775,H3C7,26250635,ENSG00000275713,H2BC9,26251614
ENSG00000151917,BEND6,56955107,ENSG00000151914,DST,56954830
ENSG00000155906,RMND1,151452126,ENSG00000146476,ARMT1,151452466
ENSG00000146476,ARMT1,151452466,ENSG00000155906,RMND1,151452126
ENSG00000204231,RXRB,33200665,ENSG00000112473,SLC39A7,33200867
ENSG00000223501,VPS52,33271876,ENSG00000231500,RPS18,33272075
ENSG00000231500,RPS18,33272075,ENSG00000223501,VPS52,33271876
ENSG00000227057,WDR46,33289239,ENSG00000204220,PFDN6,33289601
ENSG00000204220,PFDN6,33289601,ENSG00000227057,WDR46,33289239
ENSG00000112578,BYSL,41921499,ENSG00000124641,MED20,41921139
ENSG00000001167,NFYA,41072974,ENSG00000124596,OARD1,41072356
ENSG00000204688,OR2H1,29457155,ENSG00000204694,OR11A1,29457071
ENSG00000204590,GNL1,30556489,ENSG00000204576,PRR3,30557295
ENSG00000135577,NMBR,142147122,ENSG00000009844,VTA1,142147263
ENSG00000155085,AK9,109691202,ENSG00000112367,FIG4,109691296
ENSG00000137434,C6orf52,10694616,ENSG00000111845,PAK1IP1,10694972
ENSG00000122335,SERAC1,158168262,ENSG00000272047,GTF2H5,158168350
ENSG00000272047,GTF2H5,158168350,ENSG00000122335,SERAC1,158168262
ENSG00000276368,H2AC14,27814777,ENSG00000273703,H2BC14,27815022
ENSG00000273703,H2BC14,27815022,ENSG00000276368,H2AC14,27814777
ENSG00000179165,PXT1,36442854,ENSG00000112078,KCTD20,36443000
ENSG00000124702,KLHDC3,43014249,ENSG00000124733,MEA1,43013946
ENSG00000124641,MED20,41921139,ENSG00000112578,BYSL,41921499
ENSG00000196747,H2AC13,27808173,ENSG00000185130,H2BC13,27807929
ENSG00000273802,H2BC8,26216688,ENSG00000277075,H2AC8,26216921
ENSG00000185130,H2BC13,27807929,ENSG00000196747,H2AC13,27808173
ENSG00000233822,H2BC15,27838569,ENSG00000275221,H2AC15,27838375
ENSG00000277224,H2BC7,26199516,ENSG00000196866,H2AC7,26199293
ENSG00000275713,H2BC9,26251614,ENSG00000277775,H3C7,26250635
ENSG00000124635,H2BC11,27132795,ENSG00000196787,H2AC11,27133043
ENSG00000196787,H2AC11,27133043,ENSG00000124635,H2BC11,27132795
ENSG00000274997,H2AC12,27147106,ENSG00000197903,H2BC12,27146855
ENSG00000146282,RARS2,87589987,ENSG00000135336,ORC3,87590135
ENSG00000204536,CCHCR1,31157802,ENSG00000137310,TCF19,31158589
ENSG00000204694,OR11A1,29457071,ENSG00000204688,OR2H1,29457155
ENSG00000204351,SKIC2,31959175,ENSG00000204356,NELFE,31958971
ENSG00000013392,RWDD2A,83193357,ENSG00000013375,PGM3,83193265
ENSG00000204344,STK19,31972363,ENSG00000204348,DXO,31972138
ENSG00000168394,TAP1,32853704,ENSG00000240065,PSMB9,32854192
ENSG00000185250,PPIL6,109440628,ENSG00000135587,SMPD2,109440724
ENSG00000135587,SMPD2,109440724,ENSG00000185250,PPIL6,109440628
ENSG00000013375,PGM3,83193265,ENSG00000013392,RWDD2A,83193357
ENSG00000112473,SLC39A7,33200867,ENSG00000204231,RXRB,33200665
ENSG00000185127,C6orf120,169702126,ENSG00000184465,WDR27,169702029
ENSG00000277075,H2AC8,26216921,ENSG00000273802,H2BC8,26216688
ENSG00000164508,H2AC1,25726562,ENSG00000146047,H2BC1,25726777
ENSG00000146047,H2BC1,25726777,ENSG00000164508,H2AC1,25726562
ENSG00000151914,DST,56954830,ENSG00000151917,BEND6,56955107
ENSG00000137310,TCF19,31158589,ENSG00000204536,CCHCR1,31157802
ENSG00000180596,H2BC4,26123926,ENSG00000180573,H2AC6,26124172
ENSG00000197903,H2BC12,27146855,ENSG00000274997,H2AC12,27147106
ENSG00000185345,PRKN,162727766,ENSG00000112530,PACRG,162727974
ENSG00000112530,PACRG,162727974,ENSG00000185345,PRKN,162727766
ENSG00000080546,SESN1,109094846,ENSG00000183137,CEP57L1,109095507
ENSG00000183137,CEP57L1,109095507,ENSG00000080546,SESN1,109094846
ENSG00000174227,PIGG,499210,ENSG00000182903,ZNF721,499156
ENSG00000155275,TRMT44,8440777,ENSG00000087008,ACOX3,8440723
ENSG00000174796,THAP6,75514473,ENSG00000163743,RCHY1,75514403
ENSG00000145348,TBCK,106316209,ENSG00000164022,AIMP1,106316550
ENSG00000138780,GSTCD,105708784,ENSG00000138785,INTS12,105708689
ENSG00000164117,FBXO8,174283667,ENSG00000164118,CEP44,174283911
ENSG00000164118,CEP44,174283911,ENSG00000164117,FBXO8,174283667
ENSG00000182552,RWDD4,183659185,ENSG00000168538,TRAPPC11,183659293
ENSG00000164144,ARFIP1,152779954,ENSG00000169989,TIGD4,152779730
ENSG00000168538,TRAPPC11,183659293,ENSG00000182552,RWDD4,183659185
ENSG00000163293,NIPAL1,48016772,ENSG00000198515,CNGA1,48016681
ENSG00000170917,NUDT6,122922597,ENSG00000145375,SPATA5,122923078
ENSG00000163257,DCAF16,17810757,ENSG00000109805,NCAPG,17810979
ENSG00000109805,NCAPG,17810979,ENSG00000163257,DCAF16,17810757
ENSG00000109390,NDUFC1,139302477,ENSG00000164134,NAA15,139301505
ENSG00000145375,SPATA5,122923078,ENSG00000170917,NUDT6,122922597
ENSG00000121897,LIAS,39459056,ENSG00000163682,RPL9,39458922
ENSG00000163682,RPL9,39458922,ENSG00000121897,LIAS,39459056
ENSG00000128050,PAICS,56436260,ENSG00000128059,PPAT,56435615
ENSG00000198515,CNGA1,48016681,ENSG00000163293,NIPAL1,48016772
ENSG00000164306,PRIMPOL,184649738,ENSG00000164305,CASP3,184649447
ENSG00000087269,NOP14,2963406,ENSG00000125388,GRK4,2963571
ENSG00000125388,GRK4,2963571,ENSG00000087269,NOP14,2963406
ENSG00000163312,HELQ,83455823,ENSG00000163319,MRPS18C,83456058
ENSG00000163319,MRPS18C,83456058,ENSG00000163312,HELQ,83455823
ENSG00000109771,LRP2BP,185395924,ENSG00000186352,ANKRD37,185396841
ENSG00000205208,C4orf46,158671887,ENSG00000171503,ETFDH,158672296
ENSG00000171503,ETFDH,158672296,ENSG00000205208,C4orf46,158671887
ENSG00000164022,AIMP1,106316550,ENSG00000145348,TBCK,106316209
ENSG00000128059,PPAT,56435615,ENSG00000128050,PAICS,56436260
ENSG00000163743,RCHY1,75514403,ENSG00000174796,THAP6,75514473
ENSG00000013810,TACC3,1721521,ENSG00000168936,TMEM129,1721323
ENSG00000168826,ZBTB49,4290251,ENSG00000145220,LYAR,4290154
ENSG00000138785,INTS12,105708689,ENSG00000138780,GSTCD,105708784
ENSG00000145293,ENOPH1,82430590,ENSG00000152795,HNRNPDL,82430462
ENSG00000145220,LYAR,4290154,ENSG00000168826,ZBTB49,4290251
ENSG00000138658,ZGRF1,112636909,ENSG00000174720,LARP7,112637143
ENSG00000174720,LARP7,112637143,ENSG00000138658,ZGRF1,112636909
ENSG00000169020,ATP5ME,674276,ENSG00000215375,MYL5,674542
ENSG00000215375,MYL5,674542,ENSG00000169020,ATP5ME,674276
ENSG00000159733,ZFYVE28,2418645,ENSG00000206113,CFAP99,2418974
ENSG00000206113,CFAP99,2418974,ENSG00000159733,ZFYVE28,2418645
ENSG00000178950,GAK,932316,ENSG00000127419,TMEM175,932460
ENSG00000127419,TMEM175,932460,ENSG00000178950,GAK,932316
ENSG00000186352,ANKRD37,185396841,ENSG00000109771,LRP2BP,185395924
ENSG00000109775,UFSP2,185425964,ENSG00000205129,C4orf47,185426254
ENSG00000205129,C4orf47,185426254,ENSG00000109775,UFSP2,185425964
ENSG00000164305,CASP3,184649447,ENSG00000164306,PRIMPOL,184649738
ENSG00000164162,ANAPC10,145098196,ENSG00000164163,ABCE1,145098311
ENSG00000164163,ABCE1,145098311,ENSG00000164162,ANAPC10,145098196
ENSG00000169989,TIGD4,152779730,ENSG00000164144,ARFIP1,152779954
ENSG00000152795,HNRNPDL,82430462,ENSG00000145293,ENOPH1,82430590
ENSG00000164073,MFSD8,127965173,ENSG00000164074,ABHD18,127965406
ENSG00000173013,CCDC96,7043001,ENSG00000173011,TADA2B,7043372
ENSG00000173011,TADA2B,7043372,ENSG00000173013,CCDC96,7043001
ENSG00000164134,NAA15,139301505,ENSG00000109390,NDUFC1,139302477
ENSG00000182903,ZNF721,499156,ENSG00000174227,PIGG,499210
ENSG00000168936,TMEM129,1721323,ENSG00000013810,TACC3,1721521
ENSG00000087008,ACOX3,8440723,ENSG00000155275,TRMT44,8440777
ENSG00000164074,ABHD18,127965406,ENSG00000164073,MFSD8,127965173
ENSG00000106524,ANKMY2,16645754,ENSG00000136261,BZW2,16646181
ENSG00000146731,CCT6A,56051765,ENSG00000146733,PSPH,56051444
ENSG00000146733,PSPH,56051444,ENSG00000146731,CCT6A,56051765
ENSG00000127993,RBM48,92528795,ENSG00000127980,PEX1,92528520
ENSG00000127980,PEX1,92528520,ENSG00000127993,RBM48,92528795
ENSG00000001629,ANKIB1,92245974,ENSG00000001631,KRIT1,92245914
ENSG00000177683,THAP5,108569706,ENSG00000128590,DNAJB9,108569874
ENSG00000106397,PLOD3,101217581,ENSG00000106400,ZNHIT1,101218165
ENSG00000128590,DNAJB9,108569874,ENSG00000177683,THAP5,108569706
ENSG00000198839,ZNF277,112206695,ENSG00000128512,DOCK4,112206399
ENSG00000170632,ARMC10,103075140,ENSG00000161040,FBXL13,103074796
ENSG00000105929,ATP6V0A4,138798196,ENSG00000214128,TMEM213,138797994
ENSG00000214128,TMEM213,138797994,ENSG00000105929,ATP6V0A4,138798196
ENSG00000106400,ZNHIT1,101218165,ENSG00000106397,PLOD3,101217581
ENSG00000168303,MPLKIP,40134622,ENSG00000175600,SUGCT,40135005
ENSG00000105865,DUS4L,107563971,ENSG00000164597,COG5,107563920
ENSG00000175600,SUGCT,40135005,ENSG00000168303,MPLKIP,40134622
ENSG00000221838,AP4M1,100101643,ENSG00000166508,MCM7,100101397
ENSG00000166997,CNPY4,100119634,ENSG00000106290,TAF6,100119358
ENSG00000066923,STAG3,100177918,ENSG00000213420,GPC2,100177381
ENSG00000213420,GPC2,100177381,ENSG00000066923,STAG3,100177918
ENSG00000135211,TMEM60,77798434,ENSG00000006576,PHTF2,77798773
ENSG00000002933,TMEM176A,150800769,ENSG00000106565,TMEM176B,150800364
ENSG00000160917,CPSF4,99438943,ENSG00000106246,PTCD1,99438798
ENSG00000127399,LRRC61,150323355,ENSG00000106526,ACTR3C,150323545
ENSG00000176410,DNAJC30,73683453,ENSG00000071462,BUD23,73683597
ENSG00000160993,ALKBH4,102464863,ENSG00000161036,LRWD1,102464984
ENSG00000161036,LRWD1,102464984,ENSG00000160993,ALKBH4,102464863
ENSG00000122565,CBX3,26201745,ENSG00000122566,HNRNPA2B1,26200746
ENSG00000106588,PSMA2,42932174,ENSG00000106591,MRPL32,42932376
ENSG00000106591,MRPL32,42932376,ENSG00000106588,PSMA2,42932174
ENSG00000164597,COG5,107563920,ENSG00000105865,DUS4L,107563971
ENSG00000122687,MRM2,2242205,ENSG00000106268,NUDT1,2242226
ENSG00000106268,NUDT1,2242226,ENSG00000122687,MRM2,2242205
ENSG00000075303,SLC25A40,87876360,ENSG00000006634,DBF4,87876493
ENSG00000006634,DBF4,87876493,ENSG00000075303,SLC25A40,87876360
ENSG00000146755,TRIM50,73328082,ENSG00000077800,FKBP6,73328161
ENSG00000077800,FKBP6,73328161,ENSG00000146755,TRIM50,73328082
ENSG00000001631,KRIT1,92245914,ENSG00000001629,ANKIB1,92245974
ENSG00000127952,STYXL1,76048000,ENSG00000146701,MDH2,76048106
ENSG00000146701,MDH2,76048106,ENSG00000127952,STYXL1,76048000
ENSG00000128512,DOCK4,112206399,ENSG00000198839,ZNF277,112206695
ENSG00000136261,BZW2,16646181,ENSG00000106524,ANKMY2,16645754
ENSG00000106290,TAF6,100119358,ENSG00000166997,CNPY4,100119634
ENSG00000106336,FBXO24,100586328,ENSG00000077454,LRCH4,100586129
ENSG00000106244,PDAP1,99408597,ENSG00000106245,BUD31,99408969
ENSG00000106245,BUD31,99408969,ENSG00000106244,PDAP1,99408597
ENSG00000122566,HNRNPA2B1,26200746,ENSG00000122565,CBX3,26201745
ENSG00000106305,AIMP2,6009272,ENSG00000122512,PMS2,6009049
ENSG00000106246,PTCD1,99438798,ENSG00000160917,CPSF4,99438943
ENSG00000164818,DNAAF5,726699,ENSG00000188191,PRKAR1B,727281
ENSG00000188191,PRKAR1B,727281,ENSG00000164818,DNAAF5,726699
ENSG00000077454,LRCH4,100586129,ENSG00000106336,FBXO24,100586328
ENSG00000006576,PHTF2,77798773,ENSG00000135211,TMEM60,77798434
ENSG00000161040,FBXL13,103074796,ENSG00000170632,ARMC10,103075140
ENSG00000071462,BUD23,73683597,ENSG00000176410,DNAJC30,73683453
ENSG00000106526,ACTR3C,150323545,ENSG00000127399,LRRC61,150323355
ENSG00000106565,TMEM176B,150800364,ENSG00000002933,TMEM176A,150800769
ENSG00000166508,MCM7,100101397,ENSG00000221838,AP4M1,100101643
ENSG00000122512,PMS2,6009049,ENSG00000106305,AIMP2,6009272
ENSG00000047621,C12orf4,4538469,ENSG00000111247,RAD51AP1,4538890
ENSG00000179715,PCED1B,47079621,ENSG00000139211,AMIGO2,47079959
ENSG00000064102,INTS13,26937981,ENSG00000111790,FGFR1OP2,26938470
ENSG00000173451,THAP2,71664301,ENSG00000133858,ZFC3H1,71663848
ENSG00000133640,LRRIQ1,85036351,ENSG00000231738,TSPAN19,85036277
ENSG00000133773,CCDC59,82358387,ENSG00000127720,METTL25,82358529
ENSG00000127720,METTL25,82358529,ENSG00000133773,CCDC59,82358387
ENSG00000180263,FGD6,95217467,ENSG00000028203,VEZT,95217807
ENSG00000165972,CCDC38,95942614,ENSG00000139344,AMDHD1,95943331
ENSG00000139651,ZNF740,53180722,ENSG00000139631,CSAD,53180925
ENSG00000139324,TMTC3,88142307,ENSG00000198707,CEP290,88142088
ENSG00000075188,NUP37,102120114,ENSG00000185480,PARPBP,102120183
ENSG00000139344,AMDHD1,95943331,ENSG00000165972,CCDC38,95942614
ENSG00000136021,SCYL2,100267177,ENSG00000166153,DEPDC4,100267079
ENSG00000256223,ZNF10,133130627,ENSG00000214029,ZNF891,133130274
ENSG00000198270,TMEM116,112013165,ENSG00000089248,ERP29,112013426
ENSG00000089234,BRAP,111685956,ENSG00000111271,ACAD10,111686053
ENSG00000111790,FGFR1OP2,26938470,ENSG00000064102,INTS13,26937981
ENSG00000037897,METTL1,57772105,ENSG00000123427,EEF1AKMT3,57772614
ENSG00000123427,EEF1AKMT3,57772614,ENSG00000037897,METTL1,57772105
ENSG00000166130,IKBIP,98644788,ENSG00000120868,APAF1,98645290
ENSG00000133858,ZFC3H1,71663848,ENSG00000173451,THAP2,71664301
ENSG00000139151,PLCZ1,18738012,ENSG00000177938,CAPZA3,18738119
ENSG00000177938,CAPZA3,18738119,ENSG00000139151,PLCZ1,18738012
ENSG00000170855,TRIAP1,120446384,ENSG00000257218,GATC,120446444
ENSG00000257218,GATC,120446444,ENSG00000170855,TRIAP1,120446384
ENSG00000111665,CDCA3,6851286,ENSG00000111667,USP5,6852150
ENSG00000205323,SARNP,55817724,ENSG00000123353,ORMDL2,55818041
ENSG00000123353,ORMDL2,55818041,ENSG00000205323,SARNP,55817724
ENSG00000111361,EIF2B1,123633686,ENSG00000111358,GTF2H3,123633829
ENSG00000111358,GTF2H3,123633829,ENSG00000111361,EIF2B1,123633686
ENSG00000087448,KLHL42,27780233,ENSG00000205693,MANSC4,27780236
ENSG00000198707,CEP290,88142088,ENSG00000139324,TMTC3,88142307
ENSG00000186815,TPCN1,113221464,ENSG00000166578,IQCD,113221094
ENSG00000118307,DNAI7,25195160,ENSG00000205707,ETFRF1,25195237
ENSG00000205707,ETFRF1,25195237,ENSG00000118307,DNAI7,25195160
ENSG00000205693,MANSC4,27780236,ENSG00000087448,KLHL42,27780233
ENSG00000110906,KCTD10,109477300,ENSG00000151148,UBE3B,109477634
ENSG00000151148,UBE3B,109477634,ENSG00000110906,KCTD10,109477300
ENSG00000139428,MMAB,109573504,ENSG00000110921,MVK,109573794
ENSG00000111011,RSRC2,122526936,ENSG00000184445,KNTC1,122527249
ENSG00000184445,KNTC1,122527249,ENSG00000111011,RSRC2,122526936
ENSG00000111412,SPRING1,116738069,ENSG00000135119,RNFT2,116738315
ENSG00000094916,CBX5,54280122,ENSG00000135486,HNRNPA1,54280726
ENSG00000111639,MRPL51,6493262,ENSG00000010292,NCAPD2,6494102
ENSG00000010292,NCAPD2,6494102,ENSG00000111639,MRPL51,6493262
ENSG00000134283,PPHLN1,42326167,ENSG00000139168,ZCRB1,42326094
ENSG00000139168,ZCRB1,42326094,ENSG00000134283,PPHLN1,42326167
ENSG00000215021,PHB2,6970664,ENSG00000126749,EMG1,6970913
ENSG00000135119,RNFT2,116738315,ENSG00000111412,SPRING1,116738069
ENSG00000135486,HNRNPA1,54280726,ENSG00000094916,CBX5,54280122
ENSG00000111667,USP5,6852150,ENSG00000111665,CDCA3,6851286
ENSG00000139211,AMIGO2,47079959,ENSG00000179715,PCED1B,47079621
ENSG00000185480,PARPBP,102120183,ENSG00000075188,NUP37,102120114
ENSG00000176894,PXMP2,132687587,ENSG00000177084,POLE,132687342
ENSG00000231738,TSPAN19,85036277,ENSG00000133640,LRRIQ1,85036351
ENSG00000111231,GPN3,110468257,ENSG00000204856,FAM216A,110468845
ENSG00000204856,FAM216A,110468845,ENSG00000111231,GPN3,110468257
ENSG00000111237,VPS29,110502111,ENSG00000151164,RAD9B,110502331
ENSG00000151164,RAD9B,110502331,ENSG00000111237,VPS29,110502111
ENSG00000004700,RECQL,21501635,ENSG00000111711,GOLT1B,21501789
ENSG00000111711,GOLT1B,21501789,ENSG00000004700,RECQL,21501635
ENSG00000051825,MPHOSPH9,123233141,ENSG00000130921,MTRFR,123233436
ENSG00000130921,MTRFR,123233436,ENSG00000051825,MPHOSPH9,123233141
ENSG00000214029,ZNF891,133130274,ENSG00000256223,ZNF10,133130627
ENSG00000120868,APAF1,98645290,ENSG00000166130,IKBIP,98644788
ENSG00000185664,PMEL,55966042,ENSG00000123374,CDK2,55966830
ENSG00000123374,CDK2,55966830,ENSG00000185664,PMEL,55966042
ENSG00000089248,ERP29,112013426,ENSG00000198270,TMEM116,112013165
ENSG00000166153,DEPDC4,100267079,ENSG00000136021,SCYL2,100267177
ENSG00000123064,DDX54,113185478,ENSG00000139405,RITA1,113185721
ENSG00000139405,RITA1,113185721,ENSG00000123064,DDX54,113185478
ENSG00000166578,IQCD,113221094,ENSG00000186815,TPCN1,113221464
ENSG00000084463,WBP11,14803478,ENSG00000182993,C12orf60,14803670
ENSG00000182993,C12orf60,14803670,ENSG00000084463,WBP11,14803478
ENSG00000139631,CSAD,53180925,ENSG00000139651,ZNF740,53180722
ENSG00000028203,VEZT,95217807,ENSG00000180263,FGD6,95217467
ENSG00000111247,RAD51AP1,4538890,ENSG00000047621,C12orf4,4538469
ENSG00000111254,AKAP3,4649051,ENSG00000139180,NDUFA9,4649114
ENSG00000139180,NDUFA9,4649114,ENSG00000111254,AKAP3,4649051
ENSG00000129317,PUS7L,43758790,ENSG00000198001,IRAK4,43758951
ENSG00000198001,IRAK4,43758951,ENSG00000129317,PUS7L,43758790
ENSG00000110921,MVK,109573794,ENSG00000139428,MMAB,109573504
ENSG00000119242,CCDC92,123972831,ENSG00000179195,ZNF664,123973215
ENSG00000179195,ZNF664,123973215,ENSG00000119242,CCDC92,123972831
ENSG00000171792,RHNO1,2877223,ENSG00000111206,FOXM1,2877174
ENSG00000111206,FOXM1,2877174,ENSG00000171792,RHNO1,2877223
ENSG00000177084,POLE,132687342,ENSG00000176894,PXMP2,132687587
ENSG00000126749,EMG1,6970913,ENSG00000215021,PHB2,6970664
ENSG00000185163,DDX51,132144319,ENSG00000184967,NOC4L,132144457
ENSG00000184967,NOC4L,132144457,ENSG00000185163,DDX51,132144319
ENSG00000111271,ACAD10,111686053,ENSG00000089234,BRAP,111685956
ENSG00000011132,APBA3,3761692,ENSG00000183617,MRPL54,3762682
ENSG00000160633,SAFB,5623083,ENSG00000130254,SAFB2,5622776
ENSG00000183617,MRPL54,3762682,ENSG00000011132,APBA3,3761692
ENSG00000064490,RFXANK,19192258,ENSG00000254901,BORCS8,19192152
ENSG00000178093,TSSK6,19515548,ENSG00000186010,NDUFA13,19516225
ENSG00000186010,NDUFA13,19516225,ENSG00000178093,TSSK6,19515548
ENSG00000105705,SUGP1,19320509,ENSG00000129933,MAU2,19320829
ENSG00000105072,C19orf44,16496394,ENSG00000269058,CALR3,16496167
ENSG00000105676,ARMC6,19033603,ENSG00000064607,SUGP2,19033517
ENSG00000064607,SUGP2,19033517,ENSG00000105676,ARMC6,19033603
ENSG00000196357,ZNF565,36214665,ENSG00000167635,ZNF146,36215106
ENSG00000161558,TMEM143,48363940,ENSG00000105467,SYNGR4,48364367
ENSG00000105738,SIPA1L3,37907208,ENSG00000171804,WDR87,37906594
ENSG00000189114,BLOC1S3,45178784,ENSG00000007255,TRAPPC6A,45178237
ENSG00000121289,CEP89,32971958,ENSG00000131944,FAAP24,32972242
ENSG00000254901,BORCS8,19192152,ENSG00000064490,RFXANK,19192258
ENSG00000006712,PAF1,39391106,ENSG00000063322,MED29,39391378
ENSG00000063322,MED29,39391378,ENSG00000006712,PAF1,39391106
ENSG00000105053,VRK3,50025372,ENSG00000142528,ZNF473,50026005
ENSG00000142528,ZNF473,50026005,ENSG00000105053,VRK3,50025372
ENSG00000073050,XRCC1,43575527,ENSG00000234465,PINLYP,43575801
ENSG00000269058,CALR3,16496167,ENSG00000105072,C19orf44,16496394
ENSG00000179943,FIZ1,55599517,ENSG00000171443,ZNF524,55600288
ENSG00000171443,ZNF524,55600288,ENSG00000179943,FIZ1,55599517
ENSG00000171817,ZNF540,37594876,ENSG00000180479,ZNF571,37594792
ENSG00000171804,WDR87,37906594,ENSG00000105738,SIPA1L3,37907208
ENSG00000248098,BCKDHA,41397818,ENSG00000077348,EXOSC5,41397359
ENSG00000204673,AKT1S1,49877355,ENSG00000104946,TBC1D17,49877702
ENSG00000130733,YIPF2,10928639,ENSG00000142444,TIMM29,10928811
ENSG00000007255,TRAPPC6A,45178237,ENSG00000189114,BLOC1S3,45178784
ENSG00000205155,PSENEN,35745651,ENSG00000161265,U2AF1L4,35745418
ENSG00000161265,U2AF1L4,35745418,ENSG00000205155,PSENEN,35745651
ENSG00000267855,NDUFA7,8321375,ENSG00000233927,RPS28,8321496
ENSG00000233927,RPS28,8321496,ENSG00000267855,NDUFA7,8321375
ENSG00000105467,SYNGR4,48364367,ENSG00000161558,TMEM143,48363940
ENSG00000063177,RPL18,48619178,ENSG00000063176,SPHK2,48619506
ENSG00000063176,SPHK2,48619506,ENSG00000063177,RPL18,48619178
ENSG00000105518,TMEM205,11346268,ENSG00000183401,CCDC159,11346519
ENSG00000183401,CCDC159,11346519,ENSG00000105518,TMEM205,11346268
ENSG00000198003,ODAD3,11435121,ENSG00000130175,PRKCSH,11435635
ENSG00000142546,NOSIP,49580556,ENSG00000126460,PRRG2,49581316
ENSG00000126460,PRRG2,49581316,ENSG00000142546,NOSIP,49580556
ENSG00000126456,IRF3,49665857,ENSG00000126453,BCL2L12,49665933
ENSG00000221916,C19orf73,49119143,ENSG00000177380,PPFIA3,49119544
ENSG00000130332,LSM7,2328586,ENSG00000005206,SPPL2B,2328684
ENSG00000076924,XAB2,7629545,ENSG00000229833,PET100,7629793
ENSG00000005206,SPPL2B,2328684,ENSG00000130332,LSM7,2328586
ENSG00000188033,ZNF490,12610813,ENSG00000173875,ZNF791,12610920
